gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,total_score,average_score,reading_math_ratio,writing_math_ratio
male,group C,associate's degree,standard,none,97,93,91,281,93.66666666666667,0.9587628767137848,0.9381443202253164
male,group D,some college,standard,completed,82,82,88,252,84.0,0.9999999878048782,1.0731707186198693
male,group C,high school,free/reduced,none,59,53,52,164,54.666666666666664,0.8983050695202531,0.8813559172651539
male,group B,associate's degree,standard,none,61,42,41,144,48.0,0.6885245788766463,0.6721311365224404
male,group E,associate's degree,free/reduced,completed,78,74,72,224,74.66666666666667,0.9487179365548983,0.9230769112426037
male,group C,associate's degree,free/reduced,none,49,51,51,151,50.333333333333336,1.0408163052894632,1.0408163052894632
male,group B,high school,standard,none,59,58,47,164,54.666666666666664,0.9830508307957486,0.7966101559896585
female,group C,some college,standard,completed,70,72,76,218,72.66666666666667,1.0285714138775512,1.0857142702040818
male,group B,associate's degree,standard,completed,82,84,78,244,81.33333333333333,1.0243902314098752,0.9512195005948841
male,group E,associate's degree,free/reduced,none,90,90,82,262,87.33333333333333,0.9999999888888891,0.9111111009876545
female,group C,bachelor's degree,free/reduced,none,43,62,61,166,55.333333333333336,1.4418604315846413,1.4186046181719858
male,group C,some college,free/reduced,none,80,64,66,210,70.0,0.7999999900000001,0.8249999896875001
male,group D,some college,standard,none,81,82,84,247,82.33333333333333,1.012345666514251,1.037037024234111
male,group C,some high school,standard,none,57,61,54,172,57.333333333333336,1.070175419821484,0.9473684044321333
female,group D,some high school,standard,none,59,72,80,211,70.33333333333333,1.2203389623671363,1.3559321804079292
female,group D,associate's degree,standard,none,64,76,74,214,71.33333333333333,1.1874999814453129,1.156249981933594
male,group C,bachelor's degree,standard,completed,63,64,66,193,64.33333333333333,1.0158729997480476,1.047619030990174
female,group E,bachelor's degree,standard,completed,71,70,70,211,70.33333333333333,0.985915479071613,0.985915479071613
female,group B,high school,free/reduced,none,64,73,71,208,69.33333333333333,1.1406249821777348,1.109374982666016
male,group D,bachelor's degree,free/reduced,none,55,46,44,145,48.333333333333336,0.8363636211570251,0.7999999854545458
female,group E,associate's degree,standard,none,51,51,54,156,52.0,0.9999999803921573,1.0588235086505196
female,group C,associate's degree,standard,completed,62,76,80,218,72.66666666666667,1.2258064318418318,1.290322559833507
female,group E,associate's degree,standard,completed,93,100,95,288,96.0,1.075268805642271,1.0215053653601573
male,group C,high school,free/reduced,none,54,72,59,185,61.666666666666664,1.3333333086419759,1.0925925723593968
female,group D,some college,free/reduced,none,69,65,74,208,69.33333333333333,0.9420289718546526,1.0724637525729892
male,group D,high school,free/reduced,none,44,51,48,143,47.666666666666664,1.1590908827479345,1.090909066115703
female,group E,some college,standard,completed,86,85,91,262,87.33333333333333,0.9883720815305572,1.058139522579773
female,group E,associate's degree,standard,none,85,92,85,262,87.33333333333333,1.0823529284429068,0.9999999882352942
female,group A,master's degree,free/reduced,none,50,67,73,190,63.333333333333336,1.3399999732000005,1.4599999708000007
male,group D,some high school,standard,completed,88,74,75,237,79.0,0.8409090813533059,0.8522727175878101
female,group E,associate's degree,standard,none,59,62,69,190,63.333333333333336,1.0508474398161451,1.169491505601839
female,group E,some high school,free/reduced,none,32,34,38,104,34.666666666666664,1.0624999667968762,1.1874999628906262
male,group B,high school,free/reduced,none,36,29,27,92,30.666666666666668,0.8055555331790131,0.7499999791666673
female,group B,some high school,free/reduced,completed,63,78,79,220,73.33333333333333,1.238095218442933,1.2539682340639964
male,group D,associate's degree,standard,completed,67,54,63,184,61.333333333333336,0.8059701372243263,0.9402984934283807
female,group D,some high school,standard,completed,65,78,82,225,75.0,1.1999999815384619,1.2615384421301779
male,group D,master's degree,standard,none,85,84,89,258,86.0,0.9882352824913496,1.0470588112110728
female,group C,master's degree,standard,none,73,78,74,225,75.0,1.0684931360480392,1.013698616250704
female,group A,high school,free/reduced,completed,34,48,41,123,41.0,1.411764664359863,1.2058823174740496
female,group D,bachelor's degree,free/reduced,completed,93,100,100,293,97.66666666666667,1.075268805642271,1.075268805642271
female,group D,some high school,free/reduced,none,67,84,84,235,78.33333333333333,1.2537313245711743,1.2537313245711743
male,group D,some college,standard,none,88,77,77,242,80.66666666666667,0.8749999900568183,0.8749999900568183
male,group B,high school,standard,none,57,48,51,156,52.0,0.8421052483841185,0.8947368264081259
female,group D,some college,standard,completed,79,84,91,254,84.66666666666667,1.063291125781125,1.1518987195962187
female,group C,bachelor's degree,free/reduced,none,67,75,72,214,71.33333333333333,1.1194029683671198,1.0746268496324352
male,group E,bachelor's degree,standard,completed,70,64,70,204,68.0,0.91428570122449,0.9999999857142859
male,group D,bachelor's degree,free/reduced,none,50,42,48,140,46.666666666666664,0.8399999832000004,0.9599999808000005
female,group A,some college,standard,none,69,84,82,235,78.33333333333333,1.217391286704474,1.188405779878177
female,group C,bachelor's degree,standard,completed,52,61,66,179,59.666666666666664,1.173076900517752,1.2692307448224858
female,group C,bachelor's degree,free/reduced,completed,47,62,66,175,58.333333333333336,1.3191489081032148,1.4042552892711642
female,group B,associate's degree,free/reduced,none,46,61,55,162,54.0,1.3260869276937626,1.1956521479206055
female,group E,some college,standard,none,68,70,66,204,68.0,1.0294117495674744,0.9705882210207615
male,group E,bachelor's degree,standard,completed,100,100,100,300,100.0,0.9999999900000002,0.9999999900000002
female,group C,high school,standard,none,44,61,52,157,52.333333333333336,1.3863636048553727,1.1818181549586784
female,group C,associate's degree,standard,completed,57,77,80,214,71.33333333333333,1.3508771692828567,1.4035087473068641
male,group B,some college,standard,completed,91,96,91,278,92.66666666666667,1.0549450433522523,0.9999999890109892
male,group D,high school,free/reduced,none,69,70,67,206,68.66666666666667,1.014492738920395,0.9710144786809496
female,group C,high school,free/reduced,none,35,53,46,134,44.666666666666664,1.5142856710204096,1.314285676734695
male,group D,high school,standard,none,72,66,66,204,68.0,0.9166666539351854,0.9166666539351854
female,group B,associate's degree,free/reduced,none,54,65,65,184,61.333333333333336,1.2037036814128947,1.2037036814128947
male,group D,high school,free/reduced,none,74,70,69,213,71.0,0.9459459331628929,0.9324324198319943
male,group E,some high school,standard,completed,74,64,60,198,66.0,0.8648648531775021,0.8108107998539081
male,group E,associate's degree,free/reduced,none,64,56,52,172,57.333333333333336,0.8749999863281253,0.8124999873046878
female,group D,high school,free/reduced,completed,65,61,71,197,65.66666666666667,0.9384615240236689,1.0923076755029588
male,group E,associate's degree,free/reduced,completed,46,43,44,133,44.333333333333336,0.9347825883742916,0.9565217183364845
female,group C,some high school,free/reduced,none,48,56,51,155,51.666666666666664,1.1666666423611116,1.0624999778645838
male,group C,some college,free/reduced,completed,67,74,70,211,70.33333333333333,1.1044775954555583,1.044776103809312
male,group D,some college,free/reduced,none,62,57,62,181,60.333333333333336,0.9193548238813738,0.999999983870968
male,group D,associate's degree,free/reduced,completed,61,71,73,205,68.33333333333333,1.1639344071486164,1.196721291857028
male,group C,bachelor's degree,free/reduced,completed,70,75,74,219,73.0,1.0714285561224492,1.0571428420408167
male,group C,associate's degree,standard,completed,98,87,90,275,91.66666666666667,0.8877550929820909,0.9183673375676803
male,group D,some college,free/reduced,none,70,63,58,191,63.666666666666664,0.8999999871428573,0.828571416734694
male,group A,associate's degree,standard,none,67,57,53,177,59.0,0.8507462559590111,0.7910447643127647
female,group E,high school,free/reduced,none,57,58,57,172,57.333333333333336,1.0175438417974765,0.9999999824561407
male,group D,some college,standard,completed,85,81,85,251,83.66666666666667,0.9529411652595158,0.9999999882352942
male,group D,some high school,standard,completed,77,68,69,214,71.33333333333333,0.8831168716478328,0.8961038844661834
male,group C,master's degree,free/reduced,completed,72,66,72,210,70.0,0.9166666539351854,0.9999999861111113
female,group D,master's degree,standard,none,78,91,96,265,88.33333333333333,1.166666651709402,1.2307692149901384
male,group C,high school,standard,none,81,66,64,211,70.33333333333333,0.8148148047553728,0.7901234470355131
male,group A,some high school,free/reduced,completed,61,62,61,184,61.333333333333336,1.0163934259607637,0.9999999836065577
female,group B,high school,standard,none,58,68,61,187,62.333333333333336,1.1724137728894177,1.05172411979786
female,group C,associate's degree,standard,none,54,61,58,173,57.666666666666664,1.1296296087105628,1.0740740541838139
male,group B,high school,standard,none,82,82,80,244,81.33333333333333,0.9999999878048782,0.9756097441998812
female,group D,some college,free/reduced,none,49,58,60,167,55.666666666666664,1.1836734452311541,1.2244897709287803
male,group B,some high school,free/reduced,completed,49,50,52,151,50.333333333333336,1.0204081424406501,1.0612244681382763
female,group E,high school,free/reduced,completed,57,75,73,205,68.33333333333333,1.315789450600185,1.2807017319175136
male,group E,high school,standard,none,94,73,71,238,79.33333333333333,0.7765957364191943,0.7553191409008603
female,group D,some college,standard,completed,75,77,83,235,78.33333333333333,1.026666652977778,1.1066666519111112
female,group E,some high school,free/reduced,none,74,74,72,220,73.33333333333333,0.9999999864864867,0.9729729598246898
male,group C,high school,standard,completed,58,52,54,164,54.666666666666664,0.896551708680143,0.9310344667063023
female,group C,some college,standard,none,62,69,69,200,66.66666666666667,1.1129032078563998,1.1129032078563998
male,group E,associate's degree,standard,none,72,57,62,191,63.666666666666664,0.7916666556712965,0.8611110991512347
male,group C,some college,standard,none,84,87,81,252,84.0,1.0357142733843538,0.9642857028061226
female,group D,master's degree,standard,none,92,100,100,292,97.33333333333333,1.0869565099243859,1.0869565099243859
female,group D,high school,standard,none,45,63,59,167,55.666666666666664,1.3999999688888896,1.3111110819753093
male,group C,high school,standard,none,75,81,71,227,75.66666666666667,1.0799999856000002,0.9466666540444446
female,group A,some college,standard,none,56,58,64,178,59.333333333333336,1.0357142672193882,1.14285712244898
female,group D,some high school,free/reduced,none,48,54,53,155,51.666666666666664,1.1249999765625005,1.104166643663195
female,group E,associate's degree,standard,none,100,100,100,300,100.0,0.9999999900000002,0.9999999900000002
female,group C,some high school,free/reduced,completed,65,76,75,216,72.0,1.169230751242604,1.1538461360946748
male,group D,some college,standard,none,72,57,58,187,62.333333333333336,0.7916666556712965,0.8055555443672842
female,group D,some college,standard,none,62,70,72,204,68.0,1.1290322398543187,1.1612903038501565
male,group A,some high school,standard,completed,66,68,64,198,66.0,1.0303030146923786,0.9696969550045916
male,group C,some college,standard,none,63,63,60,186,62.0,0.9999999841269844,0.9523809372637947
female,group E,associate's degree,standard,none,68,76,67,211,70.33333333333333,1.1176470423875435,0.9852941031574397
female,group B,bachelor's degree,standard,none,75,84,80,239,79.66666666666667,1.1199999850666669,1.0666666524444446
female,group D,bachelor's degree,standard,none,89,100,100,289,96.33333333333333,1.1235954929933092,1.1235954929933092
male,group C,some high school,standard,completed,78,72,69,219,73.0,0.9230769112426037,0.884615373274162
female,group A,high school,free/reduced,completed,53,50,60,163,54.333333333333336,0.9433962086151659,1.1320754503381991
female,group D,some college,free/reduced,none,49,65,61,175,58.333333333333336,1.3265305851728453,1.2448979337775932
female,group A,some college,standard,none,54,63,67,184,61.333333333333336,1.166666645061729,1.2407407177640608
female,group C,some college,standard,completed,64,82,77,223,74.33333333333333,1.281249979980469,1.2031249812011722
male,group B,some college,free/reduced,completed,60,62,60,182,60.666666666666664,1.0333333161111113,0.9999999833333336
male,group C,associate's degree,standard,none,62,65,58,185,61.666666666666664,1.0483870798647246,0.9354838558792927
male,group D,high school,standard,completed,55,41,48,144,48.0,0.7454545319008268,0.8727272568595045
female,group C,associate's degree,standard,none,91,95,94,280,93.33333333333333,1.0439560324839996,1.032967021615747
female,group B,high school,free/reduced,none,8,24,23,55,18.333333333333332,2.999999625000047,2.8749996406250453
male,group D,some high school,standard,none,81,78,78,237,79.0,0.9629629510745314,0.9629629510745314
male,group B,some high school,standard,completed,79,85,86,250,83.33333333333333,1.0759493534689955,1.088607581156866
female,group A,some college,standard,completed,78,87,91,256,85.33333333333333,1.1153846010848127,1.166666651709402
female,group C,some high school,standard,none,74,75,82,231,77.0,1.0135134998173851,1.1081080931336744
male,group A,high school,standard,none,57,51,54,162,54.0,0.8947368264081259,0.9473684044321333
female,group C,associate's degree,standard,none,40,59,51,150,50.0,1.474999963125001,1.2749999681250008
male,group E,some high school,standard,completed,81,75,76,232,77.33333333333333,0.9259259144947418,0.9382715933546717
female,group A,some high school,free/reduced,none,44,45,45,134,44.666666666666664,1.0227272494834716,1.0227272494834716
female,group D,some college,free/reduced,completed,67,86,83,236,78.66666666666667,1.2835820703942975,1.2388059516596126
male,group E,high school,free/reduced,completed,86,81,75,242,80.66666666666667,0.9418604541644133,0.8720930131151976
female,group B,some high school,standard,completed,65,82,78,225,75.0,1.2615384421301779,1.1999999815384619
female,group D,associate's degree,free/reduced,none,55,76,76,207,69.0,1.3818181566942154,1.3818181566942154
female,group D,bachelor's degree,free/reduced,none,62,72,74,208,69.33333333333333,1.1612903038501565,1.1935483678459942
male,group A,high school,standard,none,63,63,62,188,62.666666666666664,0.9999999841269844,0.9841269685059212
female,group E,master's degree,standard,completed,88,99,95,282,94.0,1.1249999872159093,1.0795454422778927
male,group C,high school,free/reduced,none,62,55,55,172,57.333333333333336,0.8870967598855362,0.8870967598855362
female,group C,high school,free/reduced,completed,59,71,65,195,65.0,1.2033898101120373,1.1016948965814424
female,group D,some college,standard,completed,68,78,77,223,74.33333333333333,1.1470588066609,1.1323529245242216
female,group D,some college,free/reduced,none,77,86,86,249,83.0,1.1168831023781416,1.1168831023781416
